Date,Adj Close,Close,High,Low,Open,Volume
1929/5/23,25.30999947,25.30999947,25.30999947,25.30999947,25.30999947,0
1929/5/24,25.12000084,25.12000084,25.12000084,25.12000084,25.12000084,0
1929/5/27,24.20000076,24.20000076,24.20000076,24.20000076,24.20000076,0
1929/5/28,24.59000015,24.59000015,24.59000015,24.59000015,24.59000015,0
1929/5/29,24.62000084,24.62000084,24.62000084,24.62000084,24.62000084,0
1929/5/31,24.82999992,24.82999992,24.82999992,24.82999992,24.82999992,0
1929/6/3,25.27000046,25.27000046,25.27000046,25.27000046,25.27000046,0
1929/6/4,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,0
1929/6/5,25.59000015,25.59000015,25.59000015,25.59000015,25.59000015,0
1929/6/6,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,0
1929/6/7,25.53000069,25.53000069,25.53000069,25.53000069,25.53000069,0
1929/6/10,25.27000046,25.27000046,25.27000046,25.27000046,25.27000046,0
1929/6/11,25.43000031,25.43000031,25.43000031,25.43000031,25.43000031,0
